,0,1,2,3,4
678,"55 Wong Chuk Hang Rd, Aberdeen, Hong Kong",,,,
679,"8 Mau Yip Rd, Metro City, Hong Kong",,,,
680,"55 Wong Chuk Hang Rd, Aberdeen, Hong Kong",,,,
681,"663 Clear Water Bay Rd, Clear Water Bay, Hong Kong",,,,
682,"Fairview Height Block 1, 1 Seymour Rd, Mid-Levels, Hong Kong",,,,
683,"逸 瓏 灣 2 期 Mayfair By The Sea 號, Mayfair By The Sea Tower 21, 23 Fo Chun Rd, Providence Bay, Hong Kong","23 Fo Chun Rd, Science Park, Hong Kong",,,
684,"San Uk Ka, Hong Kong","Tsuen Wan, Hong Kong",,,
685,"1 Sai Yuen Ln, Sai Wan, Hong Kong",,,,
686,"6 Ying Hong St, Tung Chung, Hong Kong",,,,
687,"Deerhill Avenue, Tai Po, Hong Kong",,,,
688,"The Manhattan, 33 Tai Tam Rd, Stanley, Hong Kong",,,,
689,"200 Queen's Rd E, Wan Chai, Hong Kong",,,,
690,"Siu Kwai Court Siu Fu House, 2 Tin King Rd, Tuen Mun, Hong Kong",,,,
691,"Villa Lotto Block D, 18 Broadwood Rd, So Kon Po, Hong Kong",,,,
692,"4 Robinson Rd, Mid-Levels, Hong Kong",,,,
693,"Pak Fai Mansion, 72 Macdonnell Rd, Mid-Levels, Hong Kong",,,,
694,"Shaukeiwan Plaza Lai Yee Court, 17 Nam Hong St, Shau Kei Wan, Hong Kong",,,,
695,"17號 South Horizon Drive, Ap Lei Chau, Hong Kong",,,,
696,"17號 South Horizon Drive, Ap Lei Chau, Hong Kong",,,,
697,"Laguna City Block 4, 33 Laguna St, Laguna City, Hong Kong",,,,
698,"Panorama Gardens, 103 Robinson Rd, Mid-Levels, Hong Kong",,,,
699,"84 Hung To Rd, Kwun Tong, Hong Kong",,,,
700,"21號 Tong Chun St, Tseung Kwan O, Hong Kong",,,,
701,"Tsuen Wan Centre Tientsin House, 91 Tsuen King Circuit, Hong Kong",,,,
702,"Cheung Sha Wan, Hong Kong",,,,
703,"Kwun Tong Mansion, 36 Yuet Wah St, Kwun Tong, Hong Kong",,,,
704,"Fuk Ming Building, 32 Fuk Tsun St, Tai Kok Tsui, Hong Kong",,,,
705,"Boland Court Phase 1, 10 Broadcast Dr, Beacon Hill, Hong Kong","Kowloon Tong, Hong Kong",,,
706,"Oceanic Mansion, Quarry Bay, Hong Kong",,,,
707,"Glory Heights, 52 Lyttelton Rd, Mid-Levels, Hong Kong",,,,
708,"Villa Athena Block 7, 600 Sai Sha Rd, Villa Athena, Hong Kong",,,,
709,"Affluence Garden Block 1 Prosperland House, 33號 Tsing Chung Koon Rd, Tuen Mun, Hong Kong",,,,
710,"Affluence Garden Block 1 Prosperland House, 33號 Tsing Chung Koon Rd, Tuen Mun, Hong Kong",,,,
711,"39 Kimberley Rd, Tsim Sha Tsui, Hong Kong",,,,
712,"Aberdeen, Hong Kong",,,,
713,"Fortune Villa, 63 Hill Rd, Sai Wan, Hong Kong",,,,
714,"Banyan Garden Tower 6, 863 Lai Chi Kok Rd, Cheung Sha Wan, Hong Kong",,,,
715,"Sun Tin Wai Estate Fung Wai House, Sha Tin Tau Rd, Tai Wai, Hong Kong",,,,
716,"City Garden Block 1, 233 Electric Rd, North Point, Hong Kong",,,,
717,"Yin Tat House On Tat Estate, Anderson Rd, Hong Kong",,,,
718,"100 Cyberport Rd, Telegraph Bay, Hong Kong",,,,
719,"逸 瓏 灣 2 期 Mayfair By The Sea 號, Mayfair By The Sea Tower 21, 23 Fo Chun Rd, Providence Bay, Hong Kong",,,,
720,"33 Seymour Rd, Mid-Levels, Hong Kong",,,,
721,"47號 Shek Pai Wan Rd, Aberdeen, Hong Kong",,,,
722,"38 Tai Hong St, Aldrich Bay, Hong Kong",,,,
723,"Oscar By The Sea Phase 2 Block 7, 8 Pung Loi Road, Hong Kong",,,,
724,"Oscar By The Sea Phase 2 Block 7, 8 Pung Loi Road, Hong Kong",,,,
725,"188 Ma On Shan Rd, Ma On Shan, Hong Kong",,,,
726,"Shek Pai Wan Estate Block 3-3a Pik Ngan House, 68 Yue Kwong Rd, Aberdeen, Hong Kong",,,,
727,"47號 Shek Pai Wan Rd, Aberdeen, Hong Kong",,,,
728,"Ha Tsuen Shi, Hong Kong",,,,
729,"Castle Peak Road (Tam Mei), Shap Pat Heung, Hong Kong",,,,
730,"84 Hung To Rd, Kwun Tong, Hong Kong",,,,
731,"Banyan Garden Tower 6, 863 Lai Chi Kok Rd, Cheung Sha Wan, Hong Kong",,,,
732,"23號 Austin Ave, Tsim Sha Tsui, Hong Kong",,,,
733,"Yat Tung (II) Estate Block 15 Yuet Yat House, Yat Tung St, Yat Tung Estate, Hong Kong",,,,
734,"Friendship Court, 12-22 Blue Pool Rd, Happy Valley, Hong Kong",,,,
735,"33 Shing On St, Sai Wan Ho, Hong Kong",,,,
736,"Blessings Garden Phase 1, 95-95E Robinson Rd, Mid-Levels, Hong Kong",,,,
737,Hong Kong,,,,
738,"Dragon Court, 28 Caine Rd, Mid-Levels, Hong Kong",,,,
739,"Aigburth, 12 Tregunter Path, Mid-Levels, Hong Kong",,,,
740,"Cheung Wang Estate Wang Ngai House, Tsing Yi, Hong Kong",,,,
741,"Elm Tree Towers Block A, Chun Fai Rd, Jardine's Lookout, Hong Kong",,,,
742,"6 Ying Hong St, Tung Chung, Hong Kong",,,,
743,Hong Kong,,,,
744,"Ma Tau Wai, Hong Kong",,,,
745,"35 Station Ln, Hung Hom, Hong Kong",,,,
746,"6 Ying Hong St, Tung Chung, Hong Kong",,,,
747,"South Horizons Phase 3 Block 22 Mei Wah Court, 22 South Horizon Drive, South Horizons, Hong Kong",,,,
748,"La Rossa Tower A, 12 Tung Chung Waterfront Rd, Coastal Skyline, Hong Kong",,,,
749,"8 Oi Yin St, Aldrich Bay, Hong Kong",,,,
750,"Queen's Terrace Tower 2, Queen St, Sheung Wan, Hong Kong",,,,
751,"Tsuen Wan Centre Tientsin House, 91 Tsuen King Circuit, Hong Kong",,,,
752,"Hong Kong, Chek Lap Kok, 國泰城",,,,
753,"Hau Tak Estate Tak Fu House, Hong Kong",,,,
754,"On Keung Building, 91-93 Shung Ling St, San Po Kong, Hong Kong",,,,
755,"Luxury Court, 9 Hau Fook St, Tsim Sha Tsui, Hong Kong",,,,
756,"Tung Hei Court, 73 Bulkeley St, Hung Hom, Hong Kong",,,,
757,"Windsor Mansions, 17 Austin Ave, Tsim Sha Tsui, Hong Kong",,,,
758,"Sau Mau Ping Estate Sau Chi House, 101 Sau Mau Ping Rd, Sau Mau Ping, Hong Kong",,,,
759,"3rd floor, Yick Shing Mansion, 238-240 Lockhart Rd, Wan Chai, Hong Kong",,,,
760,"260, Tsing Chuen Wai Rd, Lam Tei, Hong Kong",,,,
761,"Tip Sum House Butterfly Estate; Wu Chui Road, Butterfly Beach, Hong Kong",,,,
762,Hong Kong,,,,
763,"Beach Village - Discovery Bay 10 Seahorse Drive, 10 Seahorse Lane, Discovery Bay, Hong Kong",,,,
764,"1A Chi Fu Rd, Pok Fu Lam, Hong Kong",,,,
765,Hong Kong,,,,
766,"Riviera Gardens Hoi Kwun Mansion, 2 Yi Hong St, Riviera Gardens, Hong Kong",,,,
767,"68 Sing Woo Rd, Happy Valley, Hong Kong",,,,
768,"Tsz Man Estate Man Yue House, 55 Tsz Wan Shan Rd, Tsz Wan Shan, Hong Kong",,,,
769,"638 Prince Edward Rd E, San Po Kong, Hong Kong",,,,
770,"Villa Sorrento Tower 1, 64-64A Mount Davis Rd, Mount Davis, Hong Kong",,,,
771,"9 號 Hong Tsuen Rd, Sai Kung, Hong Kong",,,,
772,"Block C, The Manhattan, 33 Tai Tam Rd, Stanley, Hong Kong",,,,
773,"紅磡灣, 12號, Hung Lok Rd, Hung Hom, Hong Kong",,,,
774,"10 Po Yick Ln, Tai Po, Hong Kong",,,,
775,"The Coronation Tower 3, 1 Yau Cheung Rd, Yau Ma Tei, Hong Kong",,,,
776,"41 Salisbury Rd, Tsim Sha Tsui, Hong Kong",,,,
777,"Ho Chung New Village, Hong Kong",,,,
778,"Mount Pleasure, 5-9 Sha Tin Heights Rd, Tai Wai, Hong Kong","Mount Pleasure, Hong Kong",,,
779,"180 Wong Chuk Hang Rd, Wong Chuk Hang, Hong Kong",,,,
780,"Shop KG01, G/F, Wah Sin House Wah Kwai Estate,, Pok Fu Lam, Hong Kong",,,,
781,"Block G, Town Centre, Fairpark Boulevard, Yuen Long, Hong Kong",,,,
782,"Festival City Phase 3, Tai Wai, Hong Kong",,,,
783,"Rambler Crest Tower 1, 1 Tsing Yi Rd, Tsing Yi, Hong Kong",,,,
784,"Luk Yeung Sun Chuen Block B, 22-66 Wai Tsuen Rd, Tsuen Wan, Hong Kong",,,,
785,"Dorsett Mong Kok, 88 Tai Kok Tsui Rd, Tai Kok Tsui, Hong Kong",,,,
786,"Tak Hong St, Whampoa Garden, Hong Kong",,,,
787,"One Lasalle, La Salle Rd, Kowloon Tsai, Hong Kong",,,,
788,"8 Muk Ning St, Kai Tak, Hong Kong",,,,
789,"Sunway Gardens Block B, 989 King's Rd, Quarry Bay, Hong Kong",,,,
790,"Celestial Heights 11 Celestial Avenue, 80 Sheung Shing St, Ho Man Tin, Hong Kong",,,,
791,"Cronin Garden Block 5, 18 Shun Ning Rd, Lei Cheng Uk, Hong Kong",,,,
792,"Stanford Villa Block 2, 7 Stanley Village Rd, Stanley, Hong Kong",,,,
793,"Hong Kong, Fanling, FANLING TOWN CENTRE, 2/F, 27A",,,,
794,"22 Tai Koo Wan Rd, Quarry Bay, Hong Kong",,,,
795,"Hing Wah (II) Estate Wo Hing House, 18 Wan Tsui Rd, Chai Wan, Hong Kong",,,,
796,"Tseng Lan Shue Tsuen, Hong Kong",,,,
797,"Fortune Villa, 63 Hill Rd, Sai Wan, Hong Kong",,,,
798,"167 Connaught Rd W, Sai Ying Pun, Hong Kong","1On, On Ping St, Sha Tin, Hong Kong",,,
799,"28 Kin Chuen St, Kwai Chung, Hong Kong",,,,
800,"292 Lockhart Rd, Wan Chai, Hong Kong",,,,
801,"Kwai Hong Court Block B Kwai Yat House, 150 Tai Wo Hau Rd, Kwai Chung, Hong Kong",,,,
802,Hong Kong,,,,
803,"Hong Kong Convention And Exhibition Centre, 1 Harbour Rd, Wan Chai, Hong Kong",,,,
804,"Elm Tree Towers Block A, 8 Chun Fai Rd, Tai Hang, Hong Kong",,,,
805,"4 Tin Hau Temple Rd, Causeway Bay, Hong Kong",,,,
806,"Hee Wong Terrace Block 8, 1 Hee Wong Terrace, Kennedy Town, Hong Kong",,,,
807,"Block G, Town Centre, Fairpark Boulevard, Yuen Long, Hong Kong","No. 11, 5th Street, Section J, Fairview Park, Yuen Long, New Territories, Hong Kong, Fairview Park, Hong Kong",,,
808,"282 Lai King Hill Rd, Lai Chi Kok, Hong Kong",,,,
809,Hong Kong,,,,
810,"To Shek St, Sha Tin, Hong Kong",,,,
811,"Garden Terrace Block 1, 8A Old Peak Rd, Mid-Levels, Hong Kong",,,,
812,"Caribbean Coast Phase 3 Carmel Cove Tower 10, 1 Kin Tung Rd, Caribbean Coast, Hong Kong",,,,
813,"Sha Kok Mei Rd, Sai Kung, Hong Kong",,,,
814,"Ching Hong Rd, Tsing Yi, Hong Kong",,,,
815,"Hong Sing Gardens Block 2, 1 Po Lam Rd N, Hong Kong",,,,
816,"33 Seymour Rd, Mid-Levels, Hong Kong",,,,
817,"Central, Hong Kong",,,,
818,"Dorsett Wanchai, 387-397 Queen's Rd E, Wan Chai, Hong Kong",,,,
819,"Hong Kong, Kellet Bay, Tin Wan Praya Rd, 33號HK 香港島 KA LUNG COURT",,,,
820,"238 Jaffe Rd, Wan Chai, Hong Kong",,,,
821,"3 Shum Wan Rd, Aberdeen, Hong Kong",,,,
822,"Yale Lodge, 30 Kennedy Rd, Mid-Levels, Hong Kong",,,,
823,"Sai Kung, Hong Kong",,,,
824,"238 Jaffe Rd, Wan Chai, Hong Kong",,,,
825,"239 Queen's Rd W, Sai Ying Pun, Hong Kong",,,,
826,"Chungking Mansion, 36-44 Nathan Rd, Tsim Sha Tsui, Hong Kong",,,,
827,"Peak Garden Court, 11 Magnolia Rd, Yau Yat Chuen, Hong Kong",,,,
828,"Peak Garden Court, 11 Magnolia Rd, Yau Yat Chuen, Hong Kong",,,,
829,"51 Fung Shing St, Ngau Chi Wan, Hong Kong",,,,
830,Hong Kong,,,,
831,"Central, Hong Kong","3 Kau U Fong, Central, Hong Kong",,,
832,"Tsuen Wan, Hong Kong","Hong Kong Garden Block 1, Castle Peak Road (Tsing Lung Tau), Tsing Lung Tau, Hong Kong",,,
833,"Parkview Heights - Hong Kong Parkview Block 14, 88 Tai Tam Reservoir Rd, Tai Tam, Hong Kong",,,,
834,"Bauhinia Garden Block 7, 11 Tong Chun St, Tseung Kwan O, Hong Kong",,,,
835,"7A Shan Kwong Rd, Happy Valley, Hong Kong",,,,
836,Hong Kong,,,,
837,"Hang Shun Mansions, 68-82 Jaffe Rd, Wan Chai, Hong Kong",,,,
838,"22 Lai Chi Kok Rd, Mong Kok, Hong Kong",,,,
839,"Ping Tin Estate Ping Sin House, 18 On Tin St, Lam Tin, Hong Kong",,,,
840,Hong Kong,,,,
841,Hong Kong,,,,
842,"1On, On Ping St, Sha Tin, Hong Kong",,,,
843,"35 Station Ln, Hung Hom, Hong Kong",,,,
844,"38 Jordan Rd, Yau Ma Tei, Hong Kong",,,,
845,"Flat D, 10/F, Block 31, Phase 2, Laguna City, Kwun Tong, Kowloon, Hong Kong, Sai Tso Wan, Hong Kong",,,,
846,"Princeton Tower, 80-90 Des Voeux Rd W, Sheung Wan, Hong Kong",,,,
847,"Castle Peak Road (Kwai Chung), Kwai Chung, Hong Kong",,,,
848,"292 Lockhart Rd, Wan Chai, Hong Kong",,,,
849,"Seabird Ln, Discovery Bay, Hong Kong",,,,
850,"1 Sheung Foo St, Ho Man Tin, Hong Kong",,,,
851,"308 Des Voeux Rd W, Sai Ying Pun, Hong Kong","Central And Western District, Hong Kong","3 Chiu Kwong St, Sai Ying Pun, Hong Kong",,
852,"Dragon Centre Block 1, 21 Wun Sha St, Tai Hang, Hong Kong",,,,
853,"Yau Tong, Hong Kong",,,,
854,"Kan Tau Tsuen, Hong Kong",,,,
855,"Shui Pin Wai Estate Chuen Shui House, 17 Ma Miu Rd, Yuen Long, Hong Kong",,,,
856,"United Mansion, 7 Shiu Fai Terrace, Mid-Levels, Hong Kong",,,,
857,"Lung Fung Garden Block B, 33 Lung Sum Ave, Sheung Shui, Hong Kong",,,,
858,"Lung Fung Garden Block B, 33 Lung Sum Ave, Sheung Shui, Hong Kong",,,,
859,"Lung Fung Garden Block B, 33 Lung Sum Ave, Sheung Shui, Hong Kong",,,,
860,Hong Kong,,,,
861,"Le Billionnaire, 46 Sa Po Rd, Kowloon City, Hong Kong",,,,
862,"Sheung Tak Estate Sheung Yan House, 2 Tong Ming St, Tseung Kwan O, Hong Kong",,,,
863,Hong Kong,,,,
864,"Central And Western District, Hong Kong",,,,
865,"4 Robinson Rd, Mid-Levels, Hong Kong",,,,
866,"28 Kin Chuen St, Kwai Chung, Hong Kong",,,,
867,"36 Mei Tin Rd, Tai Wai, Hong Kong",,,,
868,"Green Valley Mansion, 51 Wong Nai Chung Rd, Happy Valley, Hong Kong",,,,
869,"Tai Po, Hong Kong","Hong Kong, Ma On Shan, 西沙路",,,
870,"Big Orange - Kwai Chung, Wo Yi Hop Rd, Kwai Chung, Hong Kong",,,,
871,"Siu Shan Court Hang King House, Wu Shan Rd, Tuen Mun, Hong Kong",,,,
872,"Borrett Mansions, 8A-9B Bowen Rd, Mid-Levels, Hong Kong",,,,
873,"Dorsett Wanchai, 387-397 Queen's Rd E, Wan Chai, Hong Kong",,,,
874,"Kam Tong Building, 33-37 Tai Nan St, Prince Edward, Hong Kong","Kam Tong Building, 831 Canton Rd, Yau Ma Tei, Hong Kong",,,
875,"1 Tin Wu Rd, Tin Shui Wai, Hong Kong",,,,
876,Hong Kong,,,,
877,"2 Island Rd, Wong Chuk Hang, Hong Kong",,,,
878,"Laguna City Block 4, 33 Laguna St, Laguna City, Hong Kong",,,,
879,Hong Kong,,,,
880,"8 Ventris Rd, Happy Valley, Hong Kong",,,,
881,"Nam Shan Ln, Sai Kung, Hong Kong",,,,
882,"Blue Pool Court, 74-80 Sing Woo Rd, Happy Valley, Hong Kong",,,,
883,"Choi Tak Estate Choi Shing House, Ngau Tau Kok, Hong Kong",,,,
884,"Central, Hong Kong","48 Kennedy Rd, Mid-Levels, Hong Kong",,,
885,"88 Chun Yeung St, North Point, Hong Kong",,,,
886,"Kam Fat Building, 9 Tseng Choi St, San Hui, Hong Kong",,,,
887,"The Metropolis Residence Tower 2, Metropolis Dr, Hung Hom, Hong Kong",,,,
888,"Baguio Villa (Lower), Pok Fu Lam, Hong Kong","Baguio Villa Block 33, 550 Victoria Rd, Telegraph Bay, Hong Kong",,,
889,"Garden Vista Block C, 11 On King St, Sha Tin, Hong Kong",,,,
890,"Tung Hei Court, 73 Bulkeley St, Hung Hom, Hong Kong",,,,
891,"310 Gloucester Rd, Causeway Bay, Hong Kong",,,,
892,"Palm Springs Blvd, San Tin, Hong Kong",,,,
893,"Borrett Mansions, 8A-9B Bowen Rd, Mid-Levels, Hong Kong",,,,
894,"Kensington House, 68-74 Junction Rd, Kowloon City, Hong Kong",,,,
895,"Festival City Phase 2, Tai Wai, Hong Kong","Festival City Phase 1, Tai Wai, Hong Kong",,,
896,"Island Crest Tower 2, 8 First St, Sai Ying Pun, Hong Kong",,,,
897,"Ha Shan Kai Wat, Hong Kong",,,,
898,"11 Rock Hill St, Kennedy Town, Hong Kong",,,,
899,"70 Robinson Rd, Mid-Levels, Hong Kong",,,,
900,"Winfield Gardens, 34-40 Shan Kwong Rd, Happy Valley, Hong Kong",,,,
901,"Yuen Long District, Hong Kong",,,,
902,"Bauhinia Garden Block 7, 11 Tong Chun St, Tseung Kwan O, Hong Kong",,,,
903,Hong Kong,,,,
904,"San Hui Village, Hong Kong",,,,
905,Hong Kong,,,,
906,Hong Kong,,,,
907,Hong Kong,,,,
908,Hong Kong,,,,
909,Hong Kong,,,,
910,Hong Kong,,,,
911,"Oi Man Estate Chiu Man House, No. 12 Hill, Hong Kong",,,,
912,"Oi Man Estate Chiu Man House, No. 12 Hill, Hong Kong",,,,
913,"Yau Tong, Hong Kong",,,,
914,"123 Pak Tai St, Ma Tau Chung, Hong Kong",,,,
915,"40 Circular Pathway, Tai Ping Shan, Hong Kong",,,,
916,"South Horizons Phase 1 Block 4 Hoi Wan Court, 4 South Horizon Drive, South Horizons, Hong Kong",,,,
917,"Flat-D1,14/F, Mirador Mansion, 58 Nathan Rd, Tsim Sha Tsui, Hong Kong",,,,
918,"Mau Po Road, Clear Water Bay, Hong Kong",,,,
919,"Dorsett Wanchai, 387-397 Queen's Rd E, Wan Chai, Hong Kong",,,,
920,"Imperial Cullinan Tower 6b Imperial Seaside, 10 Hoi Fai Rd, Tai Kok Tsui, Hong Kong",,,,
921,"Kat Hing Wai, Hong Kong",,,,
922,"21 Yau On St, Tai Wai, Hong Kong",,,,
923,"Sau Mau Ping Estate Sau Chi House, Sau Mau Ping, Hong Kong",,,,
924,"Kowloon City, Hong Kong",,,,
925,Hong Kong,,,,
926,"71-77 Tin Shui Rd, Tin Shui Wai, Hong Kong",,,,
927,Hong Kong,,,,
928,"Luk Kwai House Kwai Chung Estate, Kwai Chung, Hong Kong",,,,
929,"Yick Shing Mansion, 238-240 Lockhart Rd, Wan Chai, Hong Kong",,,,
930,Hong Kong,,,,
931,"Wah Yu Court, 8 Hong Ping St, Chai Wan, Hong Kong",,,,
932,"109 Temple Street, 109 Temple St, Yau Ma Tei, Hong Kong","109 Temple Street, 109 Temple St, Yau Ma Tei, Hong Kong",,,
933,"Section C 5th St, Fairview Park, Hong Kong",,,,
934,"Chung Hom Kok Rd, Chung Hom Kok, Hong Kong",,,,
935,"Hin Keng Estate Hin Kwai House, 69 Che Kung Miu Rd, Tai Wai, Hong Kong",,,,
